# BUSCO version is: 3.0.1 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /opt/asn/apps/anaconda_3-4.2.0_cent/bin/run_BUSCO.py -i /scratch/aubsys/DNAData//Fov891A.contigs.fasta -o Fov891A_BUSCO -l /scratch/aubsys/busco/dikarya_odb9/ -m genome -c 10 -sp fusarium_graminearum
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09261NW2	Complete	tig00007936	2424474	2427827	964.8	664
EOG09261O4Y	Complete	tig00007936	1088850	1090656	619.1	390
EOG09261O7R	Complete	tig00007946	1862781	1864155	213.0	274
EOG09261OIA	Complete	tig00007939	3259613	3262849	739.5	554
EOG09261OIF	Complete	tig00000347	124460	125943	713.8	413
EOG09261OKK	Complete	tig00000154	1497619	1499238	396.5	293
EOG09261OLD	Complete	tig00007946	1949551	1951886	638.9	405
EOG09261ONU	Complete	tig00007953	884871	885806	143.3	174
EOG09261OSU	Complete	tig00000154	3215461	3217476	793.8	435
EOG09261OXD	Complete	tig00007939	1358298	1360570	458.3	479
EOG09261OXV	Complete	tig00007946	2478692	2482784	869.8	766
EOG09261P7G	Complete	tig00007936	2921587	2923317	307.8	290
EOG09261PJZ	Complete	tig00000347	1055903	1057565	252.9	151
EOG09261PNZ	Complete	tig00007953	606398	607828	438.6	336
EOG09261PUF	Complete	tig00007956	2623036	2625398	760.6	415
EOG09261Q18	Complete	tig00007953	371678	374709	414.6	345
EOG09261Q5L	Complete	tig00007956	3415045	3416917	345.5	294
EOG09261QR5	Complete	tig00007953	2047073	2049039	445.4	434
EOG09261QR8	Complete	tig00007956	1063698	1074129	366.3	324
EOG09261QXC	Complete	tig00000154	4291512	4293183	794.0	441
EOG09261QYO	Complete	tig00000347	785050	788183	518.2	415
EOG09261RFF	Complete	tig00007939	3445567	3448513	579.2	325
EOG09261RU1	Complete	tig00007936	3844469	3846070	637.4	386
EOG09261RWJ	Complete	tig00007939	4939350	4941144	840.9	456
EOG09261RWU	Complete	tig00007936	2603747	2605515	441.1	337
EOG09261S0S	Complete	tig00000154	1733625	1735620	208.1	156
EOG09261S7X	Complete	tig00000154	3852980	3856681	167.9	244
EOG09261SS1	Complete	tig00007953	1537503	1539329	475.1	339
EOG09261T6U	Complete	tig00007936	2155431	2157275	824.2	465
EOG09261T74	Complete	tig00007965	2076561	2078476	915.6	439
EOG09261T98	Complete	tig00007939	4679140	4681327	802.4	394
EOG09261TEQ	Complete	tig00007936	1288613	1290514	731.3	472
EOG09261TPN	Complete	tig00000154	2118663	2120311	901.7	438
EOG09261UMG	Complete	tig00007965	2383201	2384907	814.2	497
EOG09261UOJ	Complete	tig00007939	1525741	1527195	381.4	341
EOG09261UPM	Complete	tig00007956	1235689	1238455	318.5	372
EOG09261UWT	Complete	tig00007965	2668494	2669704	341.8	214
EOG09261V03	Complete	tig00007939	4729721	4731117	525.5	347
EOG09261V2P	Complete	tig00007956	2230996	2233903	161.4	254
EOG09261V87	Complete	tig00000154	2756811	2758879	383.7	337
EOG09261V9P	Complete	tig00007946	994970	996577	691.4	402
EOG09261VD2	Complete	tig00000280	577576	579509	731.3	435
EOG09261VI3	Complete	tig00007939	965519	967237	973.3	462
EOG09261VUC	Complete	tig00007946	2641270	2643468	470.8	469
EOG09261W1K	Complete	tig00007946	3069889	3072049	232.2	309
EOG09261W2O	Complete	tig00007965	2341754	2343415	616.1	387
EOG09261W3X	Complete	tig00007936	3869389	3871317	789.2	426
EOG09261W90	Complete	tig00007965	1769689	1771257	547.6	336
EOG09261WJ8	Complete	tig00007946	1037301	1038820	267.6	267
EOG09261WVT	Complete	tig00000523	1335530	1337451	468.0	426
EOG09261X9E	Complete	tig00007936	1737527	1738965	566.8	338
EOG09261XAF	Complete	tig00007953	1430843	1432212	365.0	279
EOG09261XGL	Complete	tig00007953	1023406	1024917	442.2	326
EOG09261XNJ	Complete	tig00007936	3177289	3179058	875.8	475
EOG09261XNU	Complete	tig00007965	1910432	1913019	708.7	584
EOG09261XZ6	Complete	tig00000347	405688	407951	549.5	423
EOG09261Y04	Complete	tig00000347	679340	681107	718.0	366
EOG09261YGB	Complete	tig00007953	1892509	1895365	388.9	405
EOG09261YLQ	Complete	tig00000347	1244119	1246210	484.9	280
EOG09261YRA	Complete	tig00007936	4178629	4180279	407.3	382
EOG09261YV6	Complete	tig00007946	3130548	3132824	509.0	441
EOG09261ZFN	Complete	tig00007946	2282266	2284626	605.3	355
EOG09261ZI1	Complete	tig00007939	3287841	3289488	466.8	314
EOG09261ZJR	Complete	tig00007953	3374168	3380769	595.6	505
EOG09261ZPW	Complete	tig00007936	1632766	1636072	519.6	395
EOG09261ZXZ	Complete	tig00007956	2431745	2434181	415.4	344
EOG092620CR	Complete	tig00007956	1781165	1783836	469.8	401
EOG092620E4	Complete	tig00007946	1127896	1129505	801.9	427
EOG092620EL	Complete	tig00007939	2692015	2694626	668.9	428
EOG092620FM	Complete	tig00000154	1016863	1018665	245.0	245
EOG092620IA	Complete	tig00000154	2627054	2629907	503.2	482
EOG092620U5	Complete	tig00007946	898881	900221	306.3	304
EOG092620V3	Complete	tig00000154	1673625	1674812	182.6	178
EOG0926213Q	Complete	tig00000154	2749209	2750699	345.7	258
EOG0926213Z	Complete	tig00007939	1529920	1533076	531.9	430
EOG092621CK	Complete	tig00007953	2327783	2329538	311.9	220
EOG092621CP	Complete	tig00007953	3493514	3495984	624.0	418
EOG092621F2	Complete	tig00007953	3656457	3658895	456.7	384
EOG092621GA	Complete	tig00007939	1632386	1634762	429.1	369
EOG092621GY	Complete	tig00007936	4435465	4437361	274.8	388
EOG092621S9	Duplicated	tig00000154	2188160	2189862	710.8	425
EOG092621S9	Duplicated	tig00007953	2038312	2039833	616.0	425
EOG092621X3	Complete	tig00007939	4735868	4738104	444.6	488
EOG092621YU	Complete	tig00007936	3922686	3924357	537.9	403
EOG092621ZV	Complete	tig00007965	1991529	1993040	339.6	296
EOG0926229Z	Complete	tig00007956	638848	640223	383.8	313
EOG09262341	Complete	tig00007946	1333806	1335623	140.9	155
EOG0926235L	Complete	tig00007953	961078	963109	545.0	424
EOG09262387	Complete	tig00000347	948314	950292	602.7	442
EOG092623WR	Complete	tig00000347	1024394	1026361	429.7	314
EOG0926248P	Complete	tig00000154	1169484	1171832	495.6	455
EOG0926248W	Complete	tig00000154	2470785	2475308	1499.4	1383
EOG092624JL	Complete	tig00000154	2991264	2993069	277.6	282
EOG092624KK	Complete	tig00000347	1005415	1006929	564.1	350
EOG092624RX	Complete	tig00007953	3394562	3395971	489.7	343
EOG092624SJ	Complete	tig00007956	1618552	1620365	470.8	321
EOG092624UF	Complete	tig00007956	2892597	2894387	551.1	391
EOG092624X0	Complete	tig00007956	1603806	1605350	409.9	345
EOG09262516	Complete	tig00007939	3361898	3363823	870.7	476
EOG0926251E	Complete	tig00000523	1456972	1458854	709.4	477
EOG09262528	Complete	tig00007939	4146737	4148150	447.9	324
EOG092625AX	Complete	tig00007953	3537850	3539532	310.5	209
EOG092625OH	Complete	tig00007946	2423917	2425859	398.0	343
EOG092625P1	Complete	tig00000523	1125867	1127719	508.2	351
EOG092625U6	Complete	tig00000154	3072872	3074310	204.5	247
EOG09262645	Complete	tig00007936	3968065	3970317	409.2	343
EOG092626EQ	Complete	tig00007953	1502797	1505098	369.7	240
EOG092626HU	Complete	tig00007939	1192192	1193841	536.9	387
EOG09262739	Complete	tig00007953	3857656	3859599	608.3	371
EOG0926273Q	Complete	tig00000154	3429999	3431716	735.8	352
EOG092627F1	Complete	tig00000154	1706496	1708732	582.0	346
EOG092627XA	Complete	tig00000154	2833545	2836174	500.6	360
EOG092628A0	Complete	tig00007936	2981519	2983124	316.9	336
EOG092628FW	Complete	tig00000154	2169952	2171269	275.0	218
EOG092628HC	Complete	tig00000154	2851935	2853227	256.7	189
EOG092628LW	Complete	tig00000523	1476273	1478689	333.9	333
EOG092628SP	Complete	tig00000154	1509072	1510234	295.2	230
EOG09262914	Complete	tig00007953	2031692	2033117	520.5	297
EOG092629FB	Complete	tig00007946	1159212	1161551	476.4	349
EOG092629RT	Complete	tig00007965	1720275	1722369	420.8	411
EOG092629U5	Complete	tig00007939	3118504	3119530	203.3	152
EOG092629WA	Complete	tig00007936	4949939	4952446	312.6	254
EOG092629WJ	Complete	tig00007946	2212704	2214701	502.4	457
EOG092629ZN	Complete	tig00000347	1676112	1677679	353.5	328
EOG09262A65	Complete	tig00000154	2830109	2832456	441.1	281
EOG09262A6N	Complete	tig00007936	4864074	4865663	451.2	293
EOG09262A8G	Duplicated	tig00007939	4133125	4134731	509.3	348
EOG09262A8G	Duplicated	tig00007965	2477022	2479770	446.5	374
EOG09262B1U	Complete	tig00007939	3669690	3671068	353.6	295
EOG09262BCZ	Complete	tig00007956	3084395	3086404	509.0	495
EOG09262BHE	Complete	tig00007953	2472612	2473978	468.9	276
EOG09262BVA	Complete	tig00007946	1913413	1914842	270.2	331
EOG09262C5Z	Complete	tig00007946	1125930	1127328	317.4	285
EOG09262CA4	Complete	tig00007953	3183096	3184723	600.3	419
EOG09262CBI	Complete	tig00007965	1469109	1470950	567.2	372
EOG09262CDO	Complete	tig00000154	2409492	2411322	739.1	372
EOG09262CMP	Complete	tig00007939	4313816	4315665	603.2	396
EOG09262CO6	Complete	tig00000154	3996938	3998666	732.7	389
EOG09262CUO	Complete	tig00007946	2632791	2634072	432.8	264
EOG09262CXO	Complete	tig00007936	2900537	2902096	442.8	357
EOG09262D0D	Complete	tig00007953	3702209	3705071	575.2	492
EOG09262D4G	Complete	tig00007946	1104283	1105839	163.2	165
EOG09262DC1	Complete	tig00000523	1914128	1915642	623.8	431
EOG09262DKA	Complete	tig00007936	5398402	5399882	458.1	318
EOG09262DPL	Complete	tig00007936	1986374	1987990	238.1	242
EOG09262DUV	Complete	tig00007936	5734583	5735851	516.6	320
EOG09262E3Q	Complete	tig00007936	2030062	2033050	241.4	370
EOG09262E4Q	Complete	tig00007956	1698493	1700458	696.8	386
EOG09262E4T	Complete	tig00007956	3411562	3413170	226.3	229
EOG09262E7I	Complete	tig00007936	3122387	3124512	695.6	520
EOG09262E7W	Complete	tig00000523	1198299	1200054	216.9	232
EOG09262E98	Complete	tig00007936	2145437	2148051	993.1	625
EOG09262ESR	Complete	tig00000523	2136271	2137983	510.1	340
EOG09262F22	Complete	tig00007965	914542	916102	692.6	380
EOG09262F7P	Complete	tig00007953	3638043	3639991	315.1	275
EOG09262FE3	Complete	tig00007936	3206588	3208720	206.2	147
EOG09262FJB	Complete	tig00007936	1601508	1605589	221.5	202
EOG09262FW1	Complete	tig00007936	2999659	3000954	339.7	235
EOG09262G8Y	Complete	tig00007953	3206521	3208455	272.5	301
EOG09262GLP	Complete	tig00007953	1208789	1210115	213.7	299
EOG09262GNE	Complete	tig00000523	2203910	2205400	367.4	299
EOG09262GVX	Complete	tig00007936	5830667	5832985	590.8	385
EOG09262GWQ	Complete	tig00007939	1931275	1932828	405.2	269
EOG09262GXD	Complete	tig00007946	3139767	3141355	565.7	341
EOG09262H1X	Complete	tig00007939	3754025	3755483	540.0	376
EOG09262H34	Complete	tig00007936	1326872	1328207	253.8	277
EOG09262H50	Complete	tig00007939	4557790	4559298	294.8	237
EOG09262HA6	Complete	tig00007953	1415777	1417326	574.6	359
EOG09262HKC	Complete	tig00007936	3209929	3211646	197.2	235
EOG09262HP3	Complete	tig00007953	1972375	1973448	388.1	255
EOG09262HQM	Complete	tig00007936	1715972	1718836	154.5	146
EOG09262I0R	Complete	tig00007936	4348186	4349774	357.8	285
EOG09262I5I	Complete	tig00000154	3416069	3418143	696.6	437
EOG09262ILV	Complete	tig00007939	4421647	4423938	430.4	288
EOG09262IP2	Complete	tig00007956	1646291	1647798	366.8	244
EOG09262IY3	Complete	tig00007946	2591149	2592842	272.0	275
EOG09262IZ6	Complete	tig00007956	2187615	2188781	549.9	297
EOG09262IZO	Complete	tig00000154	2545807	2547377	554.5	341
EOG09262J7K	Complete	tig00000154	4300912	4302988	324.3	265
EOG09262JAT	Complete	tig00007953	975316	976784	300.5	241
EOG09262JRP	Complete	tig00007936	1328338	1330297	371.1	309
EOG09262JWJ	Complete	tig00000523	2141000	2142505	538.8	323
EOG09262JZK	Complete	tig00007936	4711957	4713301	477.9	299
EOG09262JZW	Complete	tig00007939	4142914	4144322	349.4	301
EOG09262K67	Fragmented	tig00007946	1860007	1870072	157.5	152
EOG09262K8C	Complete	tig00007965	2244857	2245874	254.1	201
EOG09262K8L	Complete	tig00000154	2500815	2502502	305.5	254
EOG09262K9A	Complete	tig00007953	2374455	2375704	357.8	277
EOG09262KJA	Complete	tig00007936	997803	999292	478.1	352
EOG09262KN8	Complete	tig00007939	1535334	1538766	607.0	592
EOG09262KUJ	Complete	tig00007936	4623753	4625245	510.7	282
EOG09262KVB	Complete	tig00007953	3023817	3025097	445.9	278
EOG09262KXK	Complete	tig00000154	3509597	3511078	520.6	306
EOG09262KZ3	Complete	tig00007939	1515481	1517350	428.6	374
EOG09262L1P	Complete	tig00000154	646225	648061	572.1	372
EOG09262LI4	Complete	tig00007936	2345869	2347607	354.1	256
EOG09262LQT	Complete	tig00007953	3535270	3537260	313.1	330
EOG09262LYR	Complete	tig00007946	1692144	1697284	767.3	391
EOG09262M0W	Complete	tig00007953	2317651	2318874	550.0	273
EOG09262M2J	Complete	tig00000154	3523552	3524734	376.1	247
EOG09262M7B	Complete	tig00007946	2345522	2346844	371.4	279
EOG09262MEK	Complete	tig00007965	2706616	2707936	689.3	349
EOG09262MFL	Complete	tig00007939	4197050	4198903	325.9	312
EOG09262MJW	Complete	tig00007936	2128417	2129977	560.7	353
EOG09262MOO	Complete	tig00007936	2124304	2125792	341.7	319
EOG09262MXH	Complete	tig00000347	1275960	1287535	477.3	327
EOG09262N0U	Complete	tig00007936	5069959	5071477	409.3	282
EOG09262N10	Complete	tig00007936	3326920	3328211	316.3	278
EOG09262N3C	Complete	tig00000347	940328	941673	707.7	341
EOG09262N47	Complete	tig00007936	2987112	2988448	276.7	252
EOG09262N5O	Complete	tig00007936	1078108	1080441	794.4	641
EOG09262NB1	Complete	tig00000523	1924515	1925990	345.5	297
EOG09262NIR	Complete	tig00007936	3880459	3891395	236.2	258
EOG09262NNS	Complete	tig00007956	3249418	3250821	83.8	186
EOG09262O0R	Complete	tig00007936	1531399	1532782	338.0	312
EOG09262OJ4	Complete	tig00007953	2304201	2305923	480.2	343
EOG09262OLP	Complete	tig00000347	435734	437614	216.2	301
EOG09262OX9	Complete	tig00007936	5449614	5451008	496.6	330
EOG09262P1W	Complete	tig00007953	1654616	1656224	549.6	395
EOG09262PAY	Complete	tig00007936	3324627	3325667	328.2	258
EOG09262PIH	Complete	tig00000347	1202314	1203759	663.6	345
EOG09262PMC	Complete	tig00000154	2506958	2511487	731.9	865
EOG09262POL	Complete	tig00007946	2098155	2100128	214.5	423
EOG09262PPU	Complete	tig00000347	676531	678028	620.0	371
EOG09262PZ9	Complete	tig00007965	2246979	2249422	503.2	373
EOG09262Q6S	Complete	tig00000154	1389744	1391811	433.9	293
EOG09262Q8D	Complete	tig00007946	2253990	2255436	573.0	308
EOG09262QJW	Complete	tig00007936	2769437	2770826	702.2	354
EOG09262QL6	Complete	tig00000154	1932422	1934038	291.2	269
EOG09262QRH	Complete	tig00007953	807398	809008	342.0	255
EOG09262QS5	Complete	tig00007953	2154613	2156073	503.7	349
EOG09262QTY	Complete	tig00007956	2051581	2053014	297.6	228
EOG09262R8O	Complete	tig00007936	3862892	3864871	334.0	265
EOG09262SI7	Complete	tig00000154	4096552	4098162	407.7	372
EOG09262SMG	Complete	tig00000154	1792811	1794363	309.3	331
EOG09262SR7	Complete	tig00007953	1826678	1828207	198.6	271
EOG09262SWJ	Duplicated	tig00000523	950941	951710	176.7	156
EOG09262SWJ	Duplicated	tig00000523	951976	952788	159.2	149
EOG09262TEV	Complete	tig00000154	2519789	2524307	93.4	179
EOG09262TO9	Complete	tig00007936	1796608	1798167	622.7	367
EOG09262TUR	Complete	tig00000523	1606141	1607512	300.4	281
EOG09262U7S	Complete	tig00007946	1077782	1079140	193.2	221
EOG09262UAS	Complete	tig00007953	2795998	2797577	328.7	276
EOG09262UB3	Complete	tig00007946	3077147	3078891	386.9	314
EOG09262UTQ	Complete	tig00000154	1736569	1737424	100.3	127
EOG09262V3O	Complete	tig00000523	1320253	1321440	414.1	258
EOG09262V8E	Complete	tig00007953	2280322	2282650	430.7	331
EOG09262V9N	Complete	tig00000154	3018927	3020043	137.3	147
EOG09262VOC	Complete	tig00007953	3951791	3952950	369.3	255
EOG09262VPD	Complete	tig00007936	3360754	3361956	415.4	270
EOG09262VQQ	Complete	tig00000154	2158197	2160127	485.3	295
EOG09262VVF	Complete	tig00000154	3418577	3419857	267.3	307
EOG09262W7C	Complete	tig00000347	1264302	1265492	470.0	277
EOG09262WFG	Complete	tig00007936	1845701	1846733	226.2	227
EOG09262WHU	Complete	tig00007956	2324432	2325451	242.6	250
EOG09262WQX	Complete	tig00007936	3611727	3613123	286.6	239
EOG09262WSH	Complete	tig00007956	2694241	2695922	212.0	283
EOG09262WXK	Complete	tig00007939	4585538	4587346	201.8	204
EOG09262X01	Complete	tig00007953	2460560	2461785	156.0	190
EOG09262X31	Complete	tig00007936	4463338	4465170	416.1	268
EOG09262X74	Complete	tig00000523	1447143	1448464	232.4	198
EOG09262X7T	Complete	tig00007953	2078254	2079954	280.8	250
EOG09262X8R	Complete	tig00007946	1581658	1582804	283.3	253
EOG09262XGK	Complete	tig00007946	3301072	3307537	361.3	307
EOG09262XMN	Complete	tig00007936	4671568	4673045	313.2	220
EOG09262XRU	Complete	tig00007936	1974191	1975627	386.8	322
EOG09262YAU	Complete	tig00007956	2250837	2252147	525.3	316
EOG09262YP5	Complete	tig00007946	1004029	1005156	294.1	228
EOG09262YQG	Complete	tig00007956	1868802	1870408	243.2	262
EOG09262Z0M	Complete	tig00007936	5127399	5128908	498.3	341
EOG09262Z14	Complete	tig00000154	3748642	3750910	526.9	330
EOG09262Z2S	Complete	tig00007953	2331110	2332615	403.0	327
EOG09262ZZ8	Complete	tig00000154	1737868	1738790	135.8	158
EOG0926300R	Complete	tig00007953	3418345	3422071	292.7	303
EOG0926306O	Complete	tig00000154	3020408	3021289	167.1	166
EOG0926307V	Complete	tig00007936	3841490	3842704	301.0	285
EOG092630MJ	Complete	tig00007953	3647880	3650325	325.1	317
EOG092630N3	Complete	tig00000347	396526	397747	564.2	306
EOG092630UB	Complete	tig00007946	1229690	1232063	252.1	550
EOG092630YS	Complete	tig00007936	2353465	2354852	565.4	354
EOG0926310O	Complete	tig00007946	1499963	1501019	359.8	252
EOG0926312D	Complete	tig00000154	3329138	3331929	298.1	345
EOG0926315C	Complete	tig00007965	2066550	2068562	328.2	383
EOG092631IR	Complete	tig00007936	3518369	3521244	367.1	421
EOG092631ML	Complete	tig00000347	1029068	1030338	186.1	191
EOG092631MU	Complete	tig00007936	4606531	4607923	317.6	296
EOG092631QQ	Complete	tig00007939	3266971	3268216	413.5	234
EOG092631UM	Complete	tig00000347	119607	120680	473.5	278
EOG09263274	Complete	tig00007946	2301984	2303285	317.3	240
EOG092632FC	Complete	tig00007936	3981699	3982806	423.6	241
EOG092632TF	Complete	tig00000154	2062534	2064276	201.8	198
EOG092632WW	Complete	tig00007953	1120401	1121535	471.4	282
EOG092633QB	Complete	tig00007946	2589469	2590743	372.1	288
EOG092633US	Complete	tig00000154	1917926	1919040	488.2	287
EOG0926347K	Complete	tig00000347	759293	760342	317.1	250
EOG0926347W	Complete	tig00000154	3821590	3822630	578.9	305
EOG09263483	Complete	tig00007953	1107805	1108957	422.0	273
EOG092634B1	Complete	tig00007946	2815156	2816444	590.3	349
EOG092634B5	Complete	tig00007946	3320873	3322317	470.9	296
EOG092634G9	Complete	tig00007936	1695906	1697475	144.3	116
EOG092634M1	Complete	tig00007956	3597030	3598418	454.0	328
EOG092634MM	Missing
EOG092634ZL	Complete	tig00007956	2345689	2347082	181.2	227
EOG0926354S	Complete	tig00000154	3379484	3380758	614.3	334
EOG0926357F	Complete	tig00000347	121226	123193	360.8	323
EOG092635DF	Complete	tig00001349	5448	7096	345.1	288
EOG092635SS	Complete	tig00000347	259853	261359	149.3	179
EOG092635ST	Complete	tig00000154	2964097	2965188	214.2	194
EOG092635YY	Complete	tig00000523	2163506	2164756	630.7	329
EOG09263690	Complete	tig00000154	1217461	1220104	474.9	473
EOG0926369X	Complete	tig00007946	3068101	3069177	167.9	185
EOG092636T6	Complete	tig00000347	44773	46224	531.6	282
EOG092636Y6	Complete	tig00007936	2142570	2145041	697.8	473
EOG09263720	Complete	tig00007939	4551863	4552894	373.7	255
EOG0926374A	Duplicated	tig00007946	58194	59989	382.2	277
EOG0926374A	Duplicated	tig00007947	366469	368264	410.9	277
EOG09263760	Complete	tig00007939	3289590	3290825	232.0	209
EOG09263817	Complete	tig00007965	2698928	2700292	131.9	151
EOG0926384F	Complete	tig00007939	876591	878008	417.5	334
EOG0926386D	Complete	tig00007936	2130276	2131471	495.5	277
EOG0926388H	Complete	tig00000347	946120	948016	527.7	343
EOG092638AP	Complete	tig00007946	3123088	3125483	343.9	263
EOG092638CT	Complete	tig00007939	1000746	1001973	533.2	286
EOG092638EN	Complete	tig00007939	1397860	1398812	179.1	216
EOG092638RC	Complete	tig00007946	3235514	3236770	512.6	309
EOG092638XA	Complete	tig00000347	1314635	1315752	458.0	264
EOG0926390Q	Complete	tig00007956	3639570	3640961	273.6	260
EOG092639H5	Complete	tig00007939	1327379	1329108	378.7	284
EOG09263A3Y	Complete	tig00000154	1049603	1051554	208.6	308
EOG09263A5D	Complete	tig00007956	2218372	2220630	451.0	254
EOG09263A64	Complete	tig00007936	3707315	3708993	328.7	307
EOG09263AZP	Complete	tig00007936	5172389	5173750	122.8	151
EOG09263B7X	Complete	tig00007946	1233152	1234675	354.4	304
EOG09263BDA	Complete	tig00007956	3594664	3595837	223.1	188
EOG09263BE5	Complete	tig00007936	2292894	2293811	206.9	171
EOG09263BG5	Complete	tig00000347	1845104	1846326	523.8	314
EOG09263BGW	Complete	tig00007956	3369938	3371703	437.5	351
EOG09263C1V	Complete	tig00000347	1819869	1821289	397.5	310
EOG09263C4C	Complete	tig00007953	3426292	3427380	108.0	148
EOG09263C55	Complete	tig00000523	1662660	1664029	377.7	365
EOG09263CAC	Complete	tig00007965	1323882	1325526	198.9	162
EOG09263CAH	Complete	tig00007953	3680269	3681360	429.2	251
EOG09263CG2	Complete	tig00007956	1657363	1658706	141.6	198
EOG09263CG4	Complete	tig00007953	3724362	3725375	492.8	278
EOG09263CGP	Complete	tig00007939	1689004	1690155	241.0	192
EOG09263CLY	Complete	tig00007936	2579182	2580381	353.1	266
EOG09263CUQ	Complete	tig00007965	2350154	2352074	234.5	397
EOG09263CUU	Complete	tig00000154	3298317	3299993	404.5	339
EOG09263D2P	Complete	tig00000347	455778	458665	112.7	101
EOG09263DFA	Complete	tig00007939	3047127	3048028	367.9	191
EOG09263DQH	Complete	tig00007956	1140464	1142195	255.1	268
EOG09263E49	Complete	tig00007953	3096476	3098162	406.3	299
EOG09263E5F	Complete	tig00007965	2123879	2126307	559.3	456
EOG09263E87	Complete	tig00007946	3429692	3430715	327.3	230
EOG09263E9V	Complete	tig00007936	3974904	3976528	304.5	290
EOG09263EBB	Complete	tig00007936	4064249	4065259	398.2	262
EOG09263EDC	Complete	tig00007965	2227565	2228407	283.2	207
EOG09263EQZ	Complete	tig00000154	2885200	2886451	327.9	244
EOG09263EVJ	Complete	tig00000154	1521401	1522946	245.4	281
EOG09263F11	Complete	tig00007939	3360373	3361636	197.9	229
EOG09263F3I	Complete	tig00000347	1504204	1505741	275.9	170
EOG09263FAK	Complete	tig00000154	1807335	1808506	162.1	169
EOG09263FGN	Complete	tig00007936	5187274	5188343	261.2	210
EOG09263FKC	Complete	tig00000347	630198	631260	105.7	119
EOG09263FR7	Complete	tig00007936	1766850	1767893	243.8	179
EOG09263FTE	Complete	tig00007953	1032867	1033928	329.5	224
EOG09263G3M	Complete	tig00000154	3083989	3085024	448.5	278
EOG09263G4R	Complete	tig00007953	3587703	3589385	161.9	137
EOG09263GIG	Complete	tig00000154	1559050	1560797	413.2	372
EOG09263GSR	Complete	tig00007939	4683518	4685426	327.0	339
EOG09263GUT	Complete	tig00007936	5277857	5279102	321.4	255
EOG09263H0Y	Complete	tig00007939	2579239	2582187	371.8	317
EOG09263H5H	Complete	tig00007936	2409161	2410360	504.5	294
EOG09263HD8	Complete	tig00007936	4941482	4942552	394.7	238
EOG09263HE6	Complete	tig00007936	5732352	5733606	154.8	161
EOG09263HED	Complete	tig00007956	3423287	3424599	365.9	244
EOG09263HK2	Complete	tig00007936	3417257	3421618	172.7	251
EOG09263HYJ	Complete	tig00000154	2421861	2423248	349.5	258
EOG09263I4U	Complete	tig00007946	1704234	1705471	158.7	201
EOG09263I7I	Complete	tig00007939	2967958	2969443	514.4	284
EOG09263IMF	Complete	tig00000523	1448764	1449906	307.1	245
EOG09263IQ5	Complete	tig00000347	346773	347825	392.9	243
EOG09263IT0	Complete	tig00000154	3880492	3881881	409.0	258
EOG09263J3H	Complete	tig00007956	3462582	3463697	314.4	238
EOG09263J6Z	Complete	tig00007936	3972901	3974112	306.1	275
EOG09263J7D	Complete	tig00007939	3378366	3380577	284.4	202
EOG09263JCT	Complete	tig00007939	1451242	1452942	409.5	313
EOG09263JFQ	Complete	tig00007946	1428082	1429384	238.4	250
EOG09263JTO	Complete	tig00007936	1706994	1708369	469.1	253
EOG09263JW5	Complete	tig00007953	2335169	2336127	399.8	235
EOG09263JZO	Complete	tig00007953	3060200	3061243	322.5	249
EOG09263K05	Complete	tig00000154	3800364	3801372	227.5	202
EOG09263K45	Complete	tig00007953	1437722	1438661	257.5	199
EOG09263KB4	Complete	tig00007956	2094623	2095676	334.8	214
EOG09263KDI	Complete	tig00007939	3839929	3841128	430.9	294
EOG09263KEE	Complete	tig00007936	2531713	2532453	143.4	69
EOG09263KRO	Complete	tig00007946	2630396	2631546	400.9	244
EOG09263KVG	Complete	tig00007936	3727492	3729046	321.8	235
EOG09263KZJ	Complete	tig00007953	3640023	3641530	418.5	343
EOG09263L00	Complete	tig00007946	1650032	1651556	252.5	172
EOG09263L52	Complete	tig00007936	5715834	5717352	420.5	332
EOG09263L7Y	Complete	tig00000154	3818069	3820066	438.5	427
EOG09263L9T	Complete	tig00007946	1974578	1975647	170.1	175
EOG09263LNF	Complete	tig00007946	901017	902501	320.0	269
EOG09263LP3	Complete	tig00007936	4720074	4721262	333.5	244
EOG09263LR1	Complete	tig00000347	241438	242392	337.5	233
EOG09263M8W	Complete	tig00007939	3993478	3994936	317.9	264
EOG09263MEM	Complete	tig00007939	857522	859524	339.2	256
EOG09263MGE	Complete	tig00007939	3478632	3479634	401.1	235
EOG09263MIB	Complete	tig00007953	4169946	4171618	455.7	250
EOG09263MNN	Complete	tig00007936	3139945	3142132	245.4	308
EOG09263MR4	Complete	tig00007939	3168158	3169093	260.8	174
EOG09263NE7	Complete	tig00007965	1033416	1034829	294.2	250
EOG09263NXM	Complete	tig00007939	4749794	4751879	441.6	364
EOG09263OAE	Complete	tig00000154	2080173	2081493	325.1	273
EOG09263OCO	Complete	tig00007946	2396842	2397985	411.1	257
EOG09263OD3	Complete	tig00007946	3206113	3207315	238.7	184
EOG09263OQH	Complete	tig00007936	2429407	2430583	516.1	303
EOG09263OWL	Complete	tig00007936	2267000	2268019	228.3	176
EOG09263OXI	Complete	tig00000347	251652	253226	322.6	249
EOG09263OZR	Complete	tig00007939	1360938	1364788	376.7	589
EOG09263P17	Complete	tig00007946	1856280	1857255	141.8	95
